ID,Mahalla,Tuman,ID (tuman)
3720,Churtuk MFY,Uychi tumani,104
3721,Dexqon MFY,Uychi tumani,104
3722,Dexqonobod MFY,Uychi tumani,104
3723,Daxyakota MFY,Uychi tumani,104
3724,Do`stlik MFY,Uychi tumani,104
3725,Do`stlik MFY,Uychi tumani,104
3726,Ezgulik MFY,Uychi tumani,104
3727,Fayziobod MFY,Uychi tumani,104
3728,g`ayrat MFY,Uychi tumani,104
3729,g`ayrat QFY,Uychi tumani,104
3730,Gulbog` MFY,Uychi tumani,104
3731,Guliston MFY,Uychi tumani,104
3732,Gulzor MFY,Uychi tumani,104
3733,Gumbaz MFY,Uychi tumani,104
3734,Guzar MFY,Uychi tumani,104
3735,I.Ro`ziba?v MFY,Uychi tumani,104
3736,Islomobod MFY,Uychi tumani,104
3737,Ittifoq MFY,Uychi tumani,104
3738,Jiydakapa QFY,Uychi tumani,104
3739,Keskanyor MFY,Uychi tumani,104
3740,Mevazor MFY,Uychi tumani,104
3741,Mashad MFY,Uychi tumani,104
3742,Mashad QFY,Uychi tumani,104
3743,Mirzaravot MFY,Uychi tumani,104
3744,Muborak MFY,Uychi tumani,104
3745,Navoiy MFY,Uychi tumani,104
3746,Objuvoz MFY,Uychi tumani,104
3747,Obod MFY,Uychi tumani,104
3748,Olmurut MFY,Uychi tumani,104
3749,Oltitosh MFY,Uychi tumani,104
3750,Oqtosh MFY,Uychi tumani,104
3751,Oxunbobo?v MFY,Uychi tumani,104
3752,O`nxayat MFY,Uychi tumani,104
3753,O`nxayat SHFY,Uychi tumani,104
3754,o`urriyat MFY,Uychi tumani,104
3755,Pastguzar MFY,Uychi tumani,104
3756,Qashqar MFY,Uychi tumani,104
3757,Qaxramon MFY,Uychi tumani,104
3758,Qo`rg`oncha MFY,Uychi tumani,104
3759,Qumtepa MFY,Uychi tumani,104
3760,Quvurboshi MFY,Uychi tumani,104
3761,Rovot SHFY,Uychi tumani,104
3762,Sanoat MFY,Uychi tumani,104
3763,Sh.Xo`jamb?rdi?v MFY,Uychi tumani,104
3764,Shaftoli MFY,Uychi tumani,104
3765,Shifokor MFY,Uychi tumani,104
3766,Soku MFY,Uychi tumani,104
3767,Tepasaroy MFY,Uychi tumani,104
3768,Toshloq MFY,Uychi tumani,104
3769,Umid MFY,Uychi tumani,104
3770,Uychi QFY,Uychi tumani,104
3771,Uychi SHFY,Uychi tumani,104
3772,Xizirobod MFY,Uychi tumani,104
3773,Xojiobod MFY,Uychi tumani,104
3774,Xo`jaobod MFY,Uychi tumani,104
3775,Yakkatut MFY,Uychi tumani,104
3776,Yangi er MFY,Uychi tumani,104
3777,Yangi xayot MFY,Uychi tumani,104
3778,Yangich?k MFY,Uychi tumani,104
3779,Yorkatay MFY,Uychi tumani,104
3780,Yorkatay QFY,Uychi tumani,104
3781,Yorqo`rg`on QFY,Uychi tumani,104
3782,Yuksalish MFY,Uychi tumani,104
3783,Ziyokor MFY,Uychi tumani,104
3784,A.Rustamov MFY,Uchqo'rg'on tumani,105
3785,Atlas MFY,Uchqo'rg'on tumani,105
3786,Balandkuprik MFY,Uchqo'rg'on tumani,105
3787,Baxriobod MFY,Uchqo'rg'on tumani,105
3788,Baxt QFY,Uchqo'rg'on tumani,105
3789,Birlik MFY,Uchqo'rg'on tumani,105
3790,Bog kucha MFY,Uchqo'rg'on tumani,105
3791,Buston MFY,Uchqo'rg'on tumani,105
3792,Chek MFY,Uchqo'rg'on tumani,105
3793,Chorvador MFY,Uchqo'rg'on tumani,105
3794,Dexkonobod MFY,Uchqo'rg'on tumani,105
3795,Do`stlik MFY,Uchqo'rg'on tumani,105
3796,Do`stlik MFY,Uchqo'rg'on tumani,105
3797,Elatan MFY,Uchqo'rg'on tumani,105
3798,Eshontupi MFY,Uchqo'rg'on tumani,105
3799,Fargona MFY,Uchqo'rg'on tumani,105
3800,Farovon MFY,Uchqo'rg'on tumani,105
3801,Fayziobod MFY,Uchqo'rg'on tumani,105
3802,Guliston MFY,Uchqo'rg'on tumani,105
3803,Islomobod MFY,Uchqo'rg'on tumani,105
3804,Istiqlol MFY,Uchqo'rg'on tumani,105
3805,Kattach?k MFY,Uchqo'rg'on tumani,105
3806,Kattamogol MFY,Uchqo'rg'on tumani,105
3807,Kayki QFY,Uchqo'rg'on tumani,105
3808,Kozokovul MFY,Uchqo'rg'on tumani,105
3809,Kuchaboshi MFY,Uchqo'rg'on tumani,105
3810,Kugay QFY,Uchqo'rg'on tumani,105
3811,Kugay MFY,Uchqo'rg'on tumani,105
3812,Kugay Ulmas QFY,Uchqo'rg'on tumani,105
3813,Kugay Ulmas MFY,Uchqo'rg'on tumani,105
3814,Kumtugon MFY,Uchqo'rg'on tumani,105
3815,Kuprikboshi MFY,Uchqo'rg'on tumani,105
3816,Kurama MFY,Uchqo'rg'on tumani,105
3817,Kurgoncha MFY,Uchqo'rg'on tumani,105
3818,Mexnatobod MFY,Uchqo'rg'on tumani,105
3819,Madaniyat MFY,Uchqo'rg'on tumani,105
3820,Madaniyat MFY,Uchqo'rg'on tumani,105
3821,Namuna MFY,Uchqo'rg'on tumani,105
3822,Navoiy MFY,Uchqo'rg'on tumani,105
3823,Norin MFY,Uchqo'rg'on tumani,105
3824,Nurobod MFY,Uchqo'rg'on tumani,105
3825,Obod MFY,Uchqo'rg'on tumani,105
3826,Oktovlik MFY,Uchqo'rg'on tumani,105
3827,Ozod MFY,Uchqo'rg'on tumani,105
3828,Paxtachi MFY,Uchqo'rg'on tumani,105
3829,Sanoat MFY,Uchqo'rg'on tumani,105
3830,Sharxanchek MFY,Uchqo'rg'on tumani,105
3831,Sholdirama MFY,Uchqo'rg'on tumani,105
3832,Soxil MFY,Uchqo'rg'on tumani,105
3833,Tegirmon MFY,Uchqo'rg'on tumani,105
3834,Turkiston MFY,Uchqo'rg'on tumani,105
3835,Uchkuprik MFY,Uchqo'rg'on tumani,105
3836,Uchyogoch MFY,Uchqo'rg'on tumani,105
3837,Uchyogoch-2 MFY,Uchqo'rg'on tumani,105
3838,Uljatupi MFY,Uchqo'rg'on tumani,105
3839,Ulugbek MFY,Uchqo'rg'on tumani,105
3840,Urdabog MFY,Uchqo'rg'on tumani,105
3841,Uzunkucha MFY,Uchqo'rg'on tumani,105
3842,Xalfatupi MFY,Uchqo'rg'on tumani,105
3843,Xamza QFY,Uchqo'rg'on tumani,105
3844,Xamza MFY,Uchqo'rg'on tumani,105
3845,Yangier QFY,Uchqo'rg'on tumani,105
3846,Yangier MFY,Uchqo'rg'on tumani,105
3847,Yangiobod QFY,Uchqo'rg'on tumani,105
3848,Yangiobod MFY,Uchqo'rg'on tumani,105
3849,Yangixayot MFY,Uchqo'rg'on tumani,105
3850,Yangixayot MFY,Uchqo'rg'on tumani,105
3851,Yashik QFY,Uchqo'rg'on tumani,105
3852,Yashik MFY,Uchqo'rg'on tumani,105
3853,Yogdu MFY,Uchqo'rg'on tumani,105
3854,Yopisxon MFY,Uchqo'rg'on tumani,105
3855,Yorkinboychek MFY,Uchqo'rg'on tumani,105
3856,Yorkinxayot MFY,Uchqo'rg'on tumani,105
3857,Yoshlik MFY,Uchqo'rg'on tumani,105
3858,A.Navoiy MFY,Chortoq tumani,106
3859,A.Navoiy MFY,Chortoq tumani,106
3860,Alixon MFY,Chortoq tumani,106
3861,Alixon QFY,Chortoq tumani,106
3862,Arbag`ish MFY,Chortoq tumani,106
3863,Beshkapa MFY,Chortoq tumani,106
3864,Beshkapa MFY,Chortoq tumani,106
3865,Beshtol MFY,Chortoq tumani,106
3866,Baliq-ko`l MFY,Chortoq tumani,106
3867,Bog` MFY,Chortoq tumani,106
3868,Bog` MFY,Chortoq tumani,106
3869,Bog`iston MFY,Chortoq tumani,106
3870,Bog`iston QFY,Chortoq tumani,106
3871,Bozorboshi MFY,Chortoq tumani,106
3872,Bulon MFY,Chortoq tumani,106
3873,Bulon MFY,Chortoq tumani,106
3874,Chig`atoy MFY(Jamoatchilik),Chortoq tumani,106
3875,Chorsu MFY,Chortoq tumani,106
3876,Dehqonobod MFY,Chortoq tumani,106
3877,Damariq MFY,Chortoq tumani,106
3878,Do`stlik MFY,Chortoq tumani,106
3879,Do`stlik MFY,Chortoq tumani,106
3880,Guldirov MFY,Chortoq tumani,106
3881,Gulshan MFY,Chortoq tumani,106
3882,Gulshan QFY,Chortoq tumani,106
3883,Iftixor MFY,Chortoq tumani,106
3884,Iftixor MFY,Chortoq tumani,106
3885,Isroilov MFY,Chortoq tumani,106
3886,Keskanyor MFY(Jamoatchi),Chortoq tumani,106
3887,Koroskon QFY,Chortoq tumani,106
3888,Laskidon MFY,Chortoq tumani,106
3889,Muchum QFY,Chortoq tumani,106
3890,Mustaqillik MFY,Chortoq tumani,106
3891,Namangan MFY,Chortoq tumani,106
3892,Namangan MFY,Chortoq tumani,106
3893,Navbaxor MFY,Chortoq tumani,106
3894,Navbaxor MFY,Chortoq tumani,106
3895,Navro`z MFY,Chortoq tumani,106
3896,Oltitosh MFY(Jamoatchilik),Chortoq tumani,106
3897,Oqterak MFY,Chortoq tumani,106
3898,Ora-ariq MFY,Chortoq tumani,106
3899,Oromgox MFY,Chortoq tumani,106
3900,Oromgox MFY,Chortoq tumani,106
3901,Oyqiron MFY,Chortoq tumani,106
3902,Oyqiron QFY,Chortoq tumani,106
3903,O`rikzor MFY,Chortoq tumani,106
3904,O`zbekiston MFY,Chortoq tumani,106
3905,O`zbekiston MFY,Chortoq tumani,106
3906,Peshqo`rg`on QFY,Chortoq tumani,106
3907,Qorabog` MFY,Chortoq tumani,106
3908,Qoramurt MFY,Chortoq tumani,106
3909,S.Raximov MFY,Chortoq tumani,106
3910,S.Raximov MFY,Chortoq tumani,106
3911,Sarkor MFY,Chortoq tumani,106
3912,Saroy MFY,Chortoq tumani,106
3913,Saroy QFY,Chortoq tumani,106
3914,Shodlik MFY(Jamoatchi),Chortoq tumani,106
3915,Soxibkor MFY(Jamoatchi),Chortoq tumani,106
3916,Soy MFY,Chortoq tumani,106
3917,Soz-soy,Chortoq tumani,106
3918,Tinchlik MFY,Chortoq tumani,106
3919,Tinchlik MFY,Chortoq tumani,106
3920,To`pqayrag`och MFY,Chortoq tumani,106
3921,Turiq MFY,Chortoq tumani,106
3922,Turkiston MFY,Chortoq tumani,106
3923,Turkiston MFY,Chortoq tumani,106
3924,Uzunko`cha MFY,Chortoq tumani,106
3925,Hazratishox MFY,Chortoq tumani,106
3926,Hazratishox QFY,Chortoq tumani,106
3927,Yangiobod MFY,Chortoq tumani,106
3928,Yangiobod MFY,Chortoq tumani,106
3929,Yangiobod MFY,Chortoq tumani,106
3930,Z.Diyor MFY,Chortoq tumani,106
3931,Z.Diyor MFY,Chortoq tumani,106
3932,Zangobod MFY,Chortoq tumani,106
3933,Ettiqo`rg`on MFY,Chust tumani,107
3934,Ariqbo`yi MFY,Chust tumani,107
3935,Aqcha QFY,Chust tumani,107
3936,Baliqchi MFY,Chust tumani,107
3937,Baymoq MFY,Chust tumani,107
3938,Baymoq QFY,Chust tumani,107
3939,Bibiona MFY,Chust tumani,107
3940,Birlik MFY,Chust tumani,107
3941,Birlik MFY,Chust tumani,107
3942,Bofanda MFY,Chust tumani,107
3943,Bog`ieram MFY,Chust tumani,107
3944,Bog`ormos MFY,Chust tumani,107
3945,Bolo MFY,Chust tumani,107
3946,Bozorboshi MFY,Chust tumani,107
3947,Buloqboshi MFY,Chust tumani,107
3948,Chustnon-Do`stlarobod MFY,Chust tumani,107
3949,Dehqonobod MFY,Chust tumani,107
3950,Dam MFY,Chust tumani,107
3951,Do`stlik MFY,Chust tumani,107
3952,Do`stlik MFY,Chust tumani,107
3953,Do`zanda MFY,Chust tumani,107
3954,G`ova QFY,Chust tumani,107
3955,Guliston MFY,Chust tumani,107
3956,Guliston MFY,Chust tumani,107
3957,Guzar MFY,Chust tumani,107
3958,Istiqlol MFY,Chust tumani,107
3959,Kamarsada MFY,Chust tumani,107
3960,Karkidon QFY,Chust tumani,107
3961,Karnon QFY,Chust tumani,107
3962,Ko`cha MFY,Chust tumani,107
3963,Ko`ktosh MFY,Chust tumani,107
3964,Laylakuya MFY,Chust tumani,107
3965,Mehnatobod MFY,Chust tumani,107
3966,Mashxad MFY,Chust tumani,107
3967,Maydon MFY,Chust tumani,107
3968,Mo`nchoqtepa MFY,Chust tumani,107
3969,Mustaqillik MFY,Chust tumani,107
3970,Navbahor MFY,Chust tumani,107
3971,Navro`z MFY,Chust tumani,107
3972,Og`asaroy MFY,Chust tumani,107
3973,Og`asaroy QFY,Chust tumani,107
3974,Olmos QFY,Chust tumani,107
3975,Pansada MFY,Chust tumani,107
3976,Pilol MFY,Chust tumani,107
3977,Qaleai poyon MFY,Chust tumani,107
3978,Qayirma MFY,Chust tumani,107
3979,Qiziltepa MFY,Chust tumani,107
3980,Qorakapa MFY,Chust tumani,107
3981,Qoraqo`rg`on MFY,Chust tumani,107
3982,Quyi Karnon MFY,Chust tumani,107
3983,Rezaksoy MFY,Chust tumani,107
3984,Serob MFY,Chust tumani,107
3985,Sabzazor MFY,Chust tumani,107
3986,Sadacha MFY,Chust tumani,107
3987,Sarimsoqtepa MFY,Chust tumani,107
3988,Sarqamish-Mirzaobod MFY,Chust tumani,107
3989,Shoyon MFY,Chust tumani,107
3990,Shoyon QFY,Chust tumani,107
3991,Sho`rbuloq MFY,Chust tumani,107
3992,Shurkent QFY,Chust tumani,107
3993,Shuvar MFY,Chust tumani,107
3994,Tepaqo`rg`on MFY,Chust tumani,107
3995,Toshqo`rg`on MFY,Chust tumani,107
3996,Toymas-1 MFY,Chust tumani,107
3997,Toymas-2 MFY,Chust tumani,107
3998,Varzigon MFY,Chust tumani,107
3999,Varzik QFY,Chust tumani,107
4000,Xisorak MFY,Chust tumani,107
4001,Xisorak QFY,Chust tumani,107
4002,Xo`jaobod MFY,Chust tumani,107
4003,Yakkabuloq MFY,Chust tumani,107
4004,Yangichak MFY,Chust tumani,107
4005,Yangihayot MFY,Chust tumani,107
4006,Yangiobod MFY,Chust tumani,107
4007,Yorqishloq MFY,Chust tumani,107
4008,Yuqori Karnon MFY,Chust tumani,107
4009,Yuqori MFY,Chust tumani,107
4010,Yutmos MFY,Chust tumani,107
4011,Zarafshon MFY,Chust tumani,107
4012,Zarafshon MFY,Chust tumani,107
4013,Zvutqand MFY,Chust tumani,107
4014,Bekobod QFY,Yangiqo'rg'on tumani,108
4015,Beshbulok MFY,Yangiqo'rg'on tumani,108
4016,Baraka MFY,Yangiqo'rg'on tumani,108
4017,Baratov MFY,Yangiqo'rg'on tumani,108
4018,Birlashgan K.FY,Yangiqo'rg'on tumani,108
4019,Birlik MFY,Yangiqo'rg'on tumani,108
4020,Bog MFY,Yangiqo'rg'on tumani,108
4021,Bogiston MFY,Yangiqo'rg'on tumani,108
4022,Bulokboshi MFY,Yangiqo'rg'on tumani,108
4023,Buston MFY,Yangiqo'rg'on tumani,108
4024,Chunbagish MFY,Yangiqo'rg'on tumani,108
4025,Dexkonobod MFY,Yangiqo'rg'on tumani,108
4026,Duldi MFY,Yangiqo'rg'on tumani,108
4027,Dustlk MFY,Yangiqo'rg'on tumani,108
4028,Furkat MFY,Yangiqo'rg'on tumani,108
4029,Furkat MFY,Yangiqo'rg'on tumani,108
4030,Gaiston MFY,Yangiqo'rg'on tumani,108
4031,Gayrat MFY,Yangiqo'rg'on tumani,108
4032,Gaznon MFY,Yangiqo'rg'on tumani,108
4033,Govozon MFY,Yangiqo'rg'on tumani,108
4034,Guliston MFY,Yangiqo'rg'on tumani,108
4035,Guliston MFY,Yangiqo'rg'on tumani,108
4036,Ibrat MFY,Yangiqo'rg'on tumani,108
4037,Istiqlol QFY,Yangiqo'rg'on tumani,108
4038,Kanda MFY,Yangiqo'rg'on tumani,108
4039,Kandiyon MFY,Yangiqo'rg'on tumani,108
4040,Kayroki MFY,Yangiqo'rg'on tumani,108
4041,Kizilqiyoq MFY,Yangiqo'rg'on tumani,108
4042,Kizilyozi MFY,Yangiqo'rg'on tumani,108
4043,Korapolvon QFY,Yangiqo'rg'on tumani,108
4044,Korapolvon MFY,Yangiqo'rg'on tumani,108
4045,Korayontok MFY,Yangiqo'rg'on tumani,108
4046,Kukyor MFY,Yangiqo'rg'on tumani,108
4047,Kurik MFY,Yangiqo'rg'on tumani,108
4048,Kutlug`tol MFY,Yangiqo'rg'on tumani,108
4049,Kuyikorapolvon MFY,Yangiqo'rg'on tumani,108
4050,Madaniyat MFY,Yangiqo'rg'on tumani,108
4051,Madaniyat MFY,Yangiqo'rg'on tumani,108
4052,Mamay MFY,Yangiqo'rg'on tumani,108
4053,Mugol MFY,Yangiqo'rg'on tumani,108
4054,Nanay QFY,Yangiqo'rg'on tumani,108
4055,Navkent QFY,Yangiqo'rg'on tumani,108
4056,Navkent MFY,Yangiqo'rg'on tumani,108
4057,Navruzobod QFY,Yangiqo'rg'on tumani,108
4058,Nov MFY,Yangiqo'rg'on tumani,108
4059,Oksuvgovozon MFY,Yangiqo'rg'on tumani,108
4060,Oktepa MFY,Yangiqo'rg'on tumani,108
4061,Oktom MFY,Yangiqo'rg'on tumani,108
4062,Olmazor MFY,Yangiqo'rg'on tumani,108
4063,Oxunbobo?v MFY,Yangiqo'rg'on tumani,108
4064,Poromon QFY,Yangiqo'rg'on tumani,108
4065,Poromon MFY,Yangiqo'rg'on tumani,108
4066,Radivon MFY,Yangiqo'rg'on tumani,108
4067,Rovot MFY,Yangiqo'rg'on tumani,108
4068,Rovut MFY,Yangiqo'rg'on tumani,108
4069,Salmon MFY,Yangiqo'rg'on tumani,108
4070,Shark Yulduzi QFY,Yangiqo'rg'on tumani,108
4071,Soxibkor MFY,Yangiqo'rg'on tumani,108
4072,Soxil MFY,Yangiqo'rg'on tumani,108
4073,Soy buyi MFY,Yangiqo'rg'on tumani,108
4074,Sutli bulok MFY,Yangiqo'rg'on tumani,108
4075,Tinchlik MFY,Yangiqo'rg'on tumani,108
4076,Tinchlik MFY,Yangiqo'rg'on tumani,108
4077,Toshkent MFY,Yangiqo'rg'on tumani,108
4078,Tuman MFY,Yangiqo'rg'on tumani,108
4079,Urta MFY,Yangiqo'rg'on tumani,108
4080,Xadikent MFY,Yangiqo'rg'on tumani,108
4081,Xakikat MFY,Yangiqo'rg'on tumani,108
4082,Xujashurkent MFY,Yangiqo'rg'on tumani,108
4083,Xurriyat MFY,Yangiqo'rg'on tumani,108
4084,Yangi bogiston MFY,Yangiqo'rg'on tumani,108
4085,Yangiobod MFY,Yangiqo'rg'on tumani,108
4086,Yangiobod MFY,Yangiqo'rg'on tumani,108
4087,Yorilgan MFY,Yangiqo'rg'on tumani,108
4088,Yukori Korayontok MFY,Yangiqo'rg'on tumani,108
4089,Yukorinavkent MFY,Yangiqo'rg'on tumani,108
4090,Yumalok tepa MFY,Yangiqo'rg'on tumani,108
4091,Zarbdor QFY,Yangiqo'rg'on tumani,108
4092,Zarbdor MFY,Yangiqo'rg'on tumani,108
4093,Zarkent QFY,Yangiqo'rg'on tumani,108
4094,A.Temur MFY,Bulung'ur tumani,109
4095,Avliyo Parpi,Bulung'ur tumani,109
4096,Beshkuvi MFY,Bulung'ur tumani,109
4097,Beshqo`ton MFY,Bulung'ur tumani,109
4098,Beshqo`ton QFY,Bulung'ur tumani,109
4099,Bog`bon MFY,Bulung'ur tumani,109
4100,Bo`dana MFY,Bulung'ur tumani,109
4101,Bulung`ur MFY,Bulung'ur tumani,109
4102,Bulung`ur-ariq MFY,Bulung'ur tumani,109
4103,Changal MFY,Bulung'ur tumani,109
4104,Changal-1 MFY,Bulung'ur tumani,109
4105,Changalpayon MFY,Bulung'ur tumani,109
4106,Chorbog` MFY,Bulung'ur tumani,109
4107,Do`stlik MFY,Bulung'ur tumani,109
4108,Erganakli MFY,Bulung'ur tumani,109
4109,Esonturdi MFY,Bulung'ur tumani,109
4110,FYo`ldosh QFY,Bulung'ur tumani,109
4111,G`o`bdin MFY,Bulung'ur tumani,109
4112,Guliston MFY,Bulung'ur tumani,109
4113,Gulobod MFY,Bulung'ur tumani,109
4114,Gulzor MFY,Bulung'ur tumani,109
4115,Isori O`roqli,Bulung'ur tumani,109
4116,Istiqlol MFY,Bulung'ur tumani,109
4117,Kaptarxona MFY,Bulung'ur tumani,109
4118,Kattqishloq MFY,Bulung'ur tumani,109
4119,Kattqishloq-1 MFY,Bulung'ur tumani,109
4120,Kichikkildon MFY,Bulung'ur tumani,109
4121,Kildon MFY,Bulung'ur tumani,109
4122,Kildon QFY,Bulung'ur tumani,109
4123,Kulchabiy QFY,Bulung'ur tumani,109
4124,Mehrjon MFY,Bulung'ur tumani,109
4125,Mextar MFY,Bulung'ur tumani,109
4126,Mingchinor MFY,Bulung'ur tumani,109
4127,Mingtepa MFY,Bulung'ur tumani,109
4128,Mo`g`ol MFY,Bulung'ur tumani,109
4129,Nebo`sa MFY,Bulung'ur tumani,109
4130,Navbahor MFY,Bulung'ur tumani,109
4131,Navoiy QFY,Bulung'ur tumani,109
4132,Niyozmat MFY,Bulung'ur tumani,109
4133,Nurli yo`l MFY,Bulung'ur tumani,109
4134,Olmazor MFY,Bulung'ur tumani,109
4135,Oqtepa MFY,Bulung'ur tumani,109
4136,Oqtosh MFY,Bulung'ur tumani,109
4137,O`roqli MFY,Bulung'ur tumani,109
4138,O`rtabuloq QFY,Bulung'ur tumani,109
4139,Qirqshodi MFY,Bulung'ur tumani,109
4140,Qo`ng`irot MFY,Bulung'ur tumani,109
4141,Samarqand MFY,Bulung'ur tumani,109
4142,Sarpichoq MFY,Bulung'ur tumani,109
4143,Sayiltepa MFY,Bulung'ur tumani,109
4144,Soxibkor MFY,Bulung'ur tumani,109
4145,Soxibkor QFY,Bulung'ur tumani,109
4146,Suluqo`rg`on MFY,Bulung'ur tumani,109
4147,Ulug`bek MFY,Bulung'ur tumani,109
4148,Xo`jabachcha MFY,Bulung'ur tumani,109
4149,Xo`jamazgil MFY,Bulung'ur tumani,109
4150,Yangiariq MFY,Bulung'ur tumani,109
4151,Yangiobod MFY,Bulung'ur tumani,109
4152,Yangiqo`rg`on MFY,Bulung'ur tumani,109
4153,Zarafshon MFY,Bulung'ur tumani,109
4154,A.Navoiy MFY,Jomboy tumani,110
4155,A.Qurbonov MFY,Jomboy tumani,110
4156,Beshbola MFY,Jomboy tumani,110
4157,Dehqonobod QFY,Jomboy tumani,110
4158,Dexqonobod MFY,Jomboy tumani,110
4159,Eski Jomboy MFY,Jomboy tumani,110
4160,Eski Jomboy QFY,Jomboy tumani,110
4161,G`azira MFY,Jomboy tumani,110
4162,Guliston MFY,Jomboy tumani,110
4163,Juriyat MFY,Jomboy tumani,110
4164,Juriyat QFY,Jomboy tumani,110
4165,Katta qishloq MFY,Jomboy tumani,110
4166,Kukgumbaz MFY,Jomboy tumani,110
4167,Nayman MFY,Jomboy tumani,110
4168,Naymantepa MFY,Jomboy tumani,110
4169,Nazar MFY,Jomboy tumani,110
4170,Nogaxon MFY,Jomboy tumani,110
4171,No`sh MFY,Jomboy tumani,110
4172,Olmazor MFY,Jomboy tumani,110
4173,Polvonariq MFY,Jomboy tumani,110
4174,Qang`li MFY,Jomboy tumani,110
4175,Qang`li QFY,Jomboy tumani,110
4176,Qoramo`yin MFY,Jomboy tumani,110
4177,Qoramo`yin QFY,Jomboy tumani,110
4178,Qo`lbosti MFY,Jomboy tumani,110
4179,Qo`ng`irot MFY,Jomboy tumani,110
4180,Qo`ng`irot QFY,Jomboy tumani,110
4181,Qo`rg`onsalomon MFY,Jomboy tumani,110
4182,Quduqli MFY,Jomboy tumani,110
4183,Samarqand MFY,Jomboy tumani,110
4184,Sarichashma MFY,Jomboy tumani,110
4185,Sariqipchoq MFY,Jomboy tumani,110
4186,Saroy MFY,Jomboy tumani,110
4187,Sherqo`rg`on MFY,Jomboy tumani,110
4188,Sherqo`rg`on QFY,Jomboy tumani,110
4189,Shirinkent MFY,Jomboy tumani,110
4190,Shodlik MFY,Jomboy tumani,110
4191,So`xmon MFY,Jomboy tumani,110
4192,Taldirazzoq MFY,Jomboy tumani,110
4193,Toshkent MFY,Jomboy tumani,110
4194,To`qqizboy MFY,Jomboy tumani,110
4195,Tut MFY,Jomboy tumani,110
4196,Xitoypayon MFY,Jomboy tumani,110
4197,Xolvoyi MFY,Jomboy tumani,110
4198,Xolvoyi QFY,Jomboy tumani,110
4199,Yangi hayot MFY,Jomboy tumani,110
4200,Zarafshon MFY,Jomboy tumani,110
4201,Arabxona MFY,Ishtixon tumani,111
4202,Azamat MFY,Ishtixon tumani,111
4203,Azamat QFY,Ishtixon tumani,111
4204,Beshbola MFY,Ishtixon tumani,111
4205,Beshkapa MFY,Ishtixon tumani,111
4206,Baxrin MFY,Ishtixon tumani,111
4207,Bokon MFY,Ishtixon tumani,111
4208,Borlos MFY,Ishtixon tumani,111
4209,Boylata MFY,Ishtixon tumani,111
4210,Boytubi MFY,Ishtixon tumani,111
4211,Buronxuja MFY,Ishtixon tumani,111
4212,Buston MFY,Ishtixon tumani,111
4213,Chagatoy MFY,Ishtixon tumani,111
4214,Chakar MFY,Ishtixon tumani,111
4215,Chayjavul MFY,Ishtixon tumani,111
4216,Chimkurg`on MFY,Ishtixon tumani,111
4217,Chinortepa MFY,Ishtixon tumani,111
4218,Chordara QFY,Ishtixon tumani,111
4219,Dehqonobod MFY,Ishtixon tumani,111
4220,Damarik MFY,Ishtixon tumani,111
4221,Do`stlik MFY,Ishtixon tumani,111
4222,Fayziobod QFY,Ishtixon tumani,111
4223,g` G`ulom MFY,Ishtixon tumani,111
4224,Ishtixon MFY,Ishtixon tumani,111
4225,J.Mahmudov MFY,Ishtixon tumani,111
4226,K. Qarshiev MFY,Ishtixon tumani,111
4227,Qatag`on MFY,Ishtixon tumani,111
4228,Kattakang`li MFY,Ishtixon tumani,111
4229,Qayirma MFY,Ishtixon tumani,111
4230,Qirqyigit MFY,Ishtixon tumani,111
4231,Qiyot MFY,Ishtixon tumani,111
4232,Qoraqishloq MFY,Ishtixon tumani,111
4233,Kubay MFY,Ishtixon tumani,111
4234,Kuktepa MFY,Ishtixon tumani,111
4235,Kuljamol MFY,Ishtixon tumani,111
4236,Qung`irot MFY,Ishtixon tumani,111
4237,Kurilish MFY,Ishtixon tumani,111
4238,Kurli QFY,Ishtixon tumani,111
4239,Kutarma MFY,Ishtixon tumani,111
4240,Minglar MFY,Ishtixon tumani,111
4241,Mirishkor MFY,Ishtixon tumani,111
4242,Mirzakul MFY,Ishtixon tumani,111
4243,Mitan SHFY,Ishtixon tumani,111
4244,Moxpar MFY,Ishtixon tumani,111
4245,Namuna MFY,Ishtixon tumani,111
4246,Odil MFY,Ishtixon tumani,111
4247,Orlot MFY,Ishtixon tumani,111
4248,O`zbekiston MFY,Ishtixon tumani,111
4249,Qoraqo`yli MFY,Ishtixon tumani,111
4250,Ravot MFY,Ishtixon tumani,111
4251,Ravot QFY,Ishtixon tumani,111
4252,Safoxo`ja MFY,Ishtixon tumani,111
4253,Sh`yxlar MFY,Ishtixon tumani,111
4254,Shayxlarkent MFY,Ishtixon tumani,111
4255,Shayxislom MFY,Ishtixon tumani,111
4256,Sugat MFY,Ishtixon tumani,111
4257,Tallak MFY,Ishtixon tumani,111
4258,Tinibek MFY,Ishtixon tumani,111
4259,Toytuyok MFY,Ishtixon tumani,111
4260,Tupor MFY,Ishtixon tumani,111
4261,Urtakishlok QFY,Ishtixon tumani,111
4262,O`zbekqo`rg`on MFY,Ishtixon tumani,111
4263,Haqiqat QFY,Ishtixon tumani,111
4264,Xalqobod MFY,Ishtixon tumani,111
4265,Xalqobod QFY,Ishtixon tumani,111
4266,Xazar bobo MFY,Ishtixon tumani,111
4267,Xonaqa MFY,Ishtixon tumani,111
